LeadID,CompanyName,ContactName,Email,Phone,Source,Status,CreatedDate,ConvertedDate
5613,"Bansal, Bajaj and Bhatt",Anay Dube,doshieshani@gmail.com,+919670265896,LinkedIn,Converted,2025-06-08,2025-05-04
5614,Shukla Group,Navya Jhaveri,zainaganesh@chakrabarti-setty.com,+914708465760,Referral,New,2025-05-05,2026-01-24
5615,Bora Group,Pranay Krishna,ahana-39@gour-gala.net,+917778597500,Website,New,2025-06-04,2025-07-10
5616,Dhawan-Sur,Neysa Bains,chandranshalv@hotmail.com,8292907803,Referral,Converted,2026-02-25,2025-10-08
5617,"Swaminathan, Kumer and Dugal",Urvi Solanki,kabirdave@gupta.net,+916559615199,Referral,Contacted,2026-03-02,2025-07-20
5618,Bala-Bhasin,Elakshi Bera,rattivanya@yahoo.com,2638082852,Website,New,2025-11-22,2025-12-11
5619,"Wable, Bajwa and Ravel",Anaya Apte,ybobal@mane.info,+916201065922,Referral,Contacted,2025-08-16,2025-12-12
5620,Karpe Ltd,Dhanuk Issac,jhanvidhaliwal@yahoo.com,02889286209,Referral,Converted,2025-12-25,2026-04-21
5621,Sen Inc,Samiha Baria,bhatnagarsuhana@gmail.com,05682955681,LinkedIn,New,2025-11-27,2025-07-03
5622,"Chandran, Lall and Dyal",Riya Balan,tarandani@toor-wable.com,00673275566,Referral,New,2026-03-18,2025-07-31
5623,"Kade, Sarkar and Lalla",Kiaan Bala,tkhalsa@yahoo.com,+915535569327,Website,New,2025-04-24,2025-06-04
5624,Chandra and Sons,Reyansh Grewal,alia06@bora.com,+912152443949,LinkedIn,Converted,2025-08-09,2025-08-08
5625,Shukla and Sons,Damini Buch,omadan@mammen-gill.com,3618335286,Website,Contacted,2025-10-14,2025-11-29
5626,Bhatnagar Group,Tejas Gole,bhasindrishya@gandhi.com,03922359470,LinkedIn,Contacted,2026-01-27,2026-01-05
5627,"Raman, Handa and Datta",Anay Dani,wallanavya@arora.com,+919411292656,Referral,Contacted,2025-05-24,2026-02-22
5628,Kashyap-Lalla,Anahi Chaudhuri,riyasant@atwal-thakkar.com,1910350195,Referral,Contacted,2025-11-23,2025-10-23
5629,Srinivas Group,Fateh Kapur,shroffbadal@gmail.com,2613638372,LinkedIn,New,2025-06-30,2025-06-13
5630,Roy-Venkatesh,Vritika Dora,fdevan@hotmail.com,9848860149,Website,Contacted,2025-06-25,2025-12-20
5631,"Sahni, Balakrishnan and Sandhu",Alia Tank,evasama@saraf-chaudhari.com,6310840004,LinkedIn,Converted,2025-08-31,2026-02-16
5632,Bath Group,Jivin Kant,deepkavya@yohannan.com,+913023692578,LinkedIn,Contacted,2025-10-05,2026-04-17
5633,Baral Ltd,Zaina Bajwa,yuvaansani@yahoo.com,1108228124,LinkedIn,Contacted,2026-01-07,2025-11-27
5634,Sanghvi-Barman,Himmat Bains,kaira53@goda.com,7999966916,LinkedIn,Converted,2026-04-10,2026-04-08
5635,Bhatnagar LLC,Parinaaz Tak,hunaranne@magar.org,9641819906,Website,New,2025-09-08,2025-10-15
5636,Mall-Chaudhari,Prisha Amble,zkala@kashyap.info,5769670052,LinkedIn,New,2025-12-25,2025-07-15
5637,Arya Ltd,Hridaan Mangat,tushardash@hotmail.com,+917002015764,LinkedIn,New,2025-05-12,2025-12-21
5638,Batra Ltd,Neysa Bajwa,reddymamooty@yahoo.com,01361236243,Website,New,2026-03-05,2026-02-09
5639,Sachdeva-Biswas,Manikya Rattan,tiyagill@chahal.biz,2940951676,Website,Converted,2026-04-14,2025-08-18
5640,Krishnan-Vasa,Oorja Shah,kiara76@sandhu-dhillon.com,+917370439761,Referral,Converted,2025-09-03,2025-10-06
5641,Singh PLC,Azad Chhabra,himmat36@yahoo.com,07587641558,LinkedIn,Contacted,2025-06-28,2025-06-28
5642,"Sekhon, Sundaram and Bahl",Hiran Ratta,nirvaan09@ray.org,09794592327,LinkedIn,Contacted,2025-05-18,2025-05-27
5643,Kari and Sons,Kabir Swaminathan,kaurbhamini@yahoo.com,+917969027721,Referral,Converted,2025-05-16,2026-02-08
5644,"Anand, Yohannan and Garde",Myra Mallick,aarav82@tailor.com,+912791089968,LinkedIn,Contacted,2025-12-27,2025-12-06
5645,Dua and Sons,Trisha Wali,goleshayak@yahoo.com,+919884567708,LinkedIn,Converted,2025-09-26,2025-06-07
5646,Korpal Group,Devansh Maharaj,okala@gmail.com,9719523660,LinkedIn,Contacted,2025-09-09,2026-02-02
5647,"Bhatnagar, Thakur and Bahri",Aarav Sagar,vivaanbaria@yahoo.com,0120126342,LinkedIn,Contacted,2026-03-04,2025-05-07
5648,"Ranganathan, Sampath and Varkey",Zara Srinivas,mallickaarush@de.com,03343748557,LinkedIn,Converted,2025-11-24,2025-06-15
5649,Mall and Sons,Yuvraj  Trivedi,uvarma@gill-mangal.biz,05123086165,LinkedIn,New,2025-12-19,2026-01-11
5650,"Gala, Wagle and Keer",Aniruddh Trivedi,anyabhandari@yahoo.com,+910089617092,Referral,Contacted,2025-05-08,2025-07-03
5651,Sawhney Group,Mohanlal Sharma,darshitchad@hotmail.com,+911414420421,Referral,Converted,2025-05-18,2026-03-15
5652,Mangal and Sons,Indrans Rege,mchoudhary@yahoo.com,8399472930,Referral,Contacted,2026-03-20,2026-04-07
5653,"Gade, Badami and Verma",Yasmin Bal,yaggarwal@gmail.com,8372615093,Website,Contacted,2025-10-31,2025-10-02
5654,Kashyap-Bath,Divij Char,chawlabhamini@gmail.com,5513994734,Website,Contacted,2025-09-12,2025-05-02
5655,Goswami-Konda,Abram De,ilad@bali.biz,+915164604060,LinkedIn,Contacted,2025-06-30,2025-11-09
5656,Kashyap-Khurana,Rohan Sandal,vbalay@koshy.com,+912162426829,Website,Contacted,2025-08-01,2025-04-24
5657,"Tata, Chad and Grover",Neelofar Suresh,lavanya12@gmail.com,01122469960,Referral,Contacted,2025-08-16,2026-04-19
5658,Raju-Devan,Farhan Sood,khushi14@hotmail.com,05799204953,LinkedIn,Contacted,2025-08-25,2025-06-09
5659,"Yohannan, Yadav and Ramanathan",Yuvaan Rajagopalan,mamootywalia@grover-devan.org,02267525092,LinkedIn,New,2026-04-20,2025-09-30
5660,"Acharya, Chaudry and Ganesan",Stuvan Krish,singhalanahita@yahoo.com,03762318200,Website,Contacted,2026-01-24,2026-02-28
5661,Babu PLC,Biju Apte,pbandi@kashyap.com,+917690668187,LinkedIn,New,2025-08-08,2025-11-04
5662,"Saha, Deep and Bera",Hansh Din,gdoctor@sehgal.net,+918227524102,Website,Converted,2025-10-19,2026-04-10
5663,Datta Inc,Mamooty Aggarwal,sanagara@yahoo.com,+913944220557,LinkedIn,Converted,2025-12-18,2025-05-18
5664,"Acharya, Bath and Sinha",Advika Madan,gsethi@yahoo.com,8870887360,Website,Contacted,2025-04-22,2025-09-06
5665,Swamy Inc,Samar Rajagopalan,sara04@hotmail.com,+914777769582,Referral,Contacted,2026-01-05,2025-10-07
5666,Khare-Sachdev,Tarini Lalla,neysa45@devi.net,+912914974143,Website,New,2026-04-18,2025-12-02
5667,"Garg, Kulkarni and Baria",Lakshay Bedi,sumersaran@yahoo.com,+915119547596,Website,Contacted,2026-03-02,2025-09-16
5668,Saha Ltd,Inaaya  Sarma,qbera@sem.com,9386263396,Website,Contacted,2026-01-14,2026-03-29
5669,Raja-Doctor,Jivin Kaul,yohannanela@hotmail.com,2793553670,LinkedIn,New,2025-11-19,2025-10-30
5670,Sur-Aggarwal,Uthkarsh Talwar,amira60@gmail.com,+910616120316,Website,New,2025-11-09,2025-07-25
5671,Gala-Bora,Tarini Biswas,elakshi22@sahota.com,+913391318919,Referral,Converted,2025-10-06,2025-09-29
5672,Salvi-Som,Seher Sinha,sarmavanya@gill-raju.com,+913308604573,Referral,Contacted,2025-11-13,2025-07-31
5673,Savant LLC,Manjari Varughese,aaina53@hotmail.com,+916102680982,Referral,Converted,2025-07-11,2025-06-28
5674,Ahluwalia Group,Ivana Devi,plata@hotmail.com,00814971430,Website,New,2025-10-15,2026-04-09
5675,Bhatia and Sons,Pranay Kota,tusharbuch@desai.com,04934456203,Website,Contacted,2025-09-27,2025-08-25
5676,Dugar Inc,Nakul Comar,seher45@hotmail.com,+918184490707,LinkedIn,New,2026-01-17,2026-01-18
5677,Som-Bajaj,Neysa Bhatia,pvohra@gmail.com,+910076457226,LinkedIn,Contacted,2025-05-23,2025-06-04
5678,"Badal, Bassi and Bakshi",Sara Gera,trisha18@gmail.com,05344199473,LinkedIn,Contacted,2026-04-16,2025-11-20
5679,"Kar, Sant and Bawa",Anahi Bassi,dugartanya@divan.net,04916480922,Referral,Contacted,2026-04-15,2025-12-30
5680,Balasubramanian LLC,Adah Majumdar,gollashalv@lad.org,+917448977797,Website,Converted,2026-01-16,2025-06-14
5681,Tella Group,Yuvaan Swaminathan,mahikarastogi@tara-venkatesh.com,+910549963875,LinkedIn,Converted,2025-07-15,2025-05-03
5682,"Gaba, Arora and Mahal",Himmat Saxena,sarinchirag@yahoo.com,+919158287027,Website,Converted,2025-07-16,2026-01-28
5683,"Shetty, Rastogi and Sinha",Kiara Shere,nehmatchaudhuri@chada-chana.info,06736485009,Referral,New,2026-01-06,2026-03-03
5684,"Savant, Manne and Brar",Himmat Bassi,advikchandran@issac.net,+919324553906,LinkedIn,Converted,2025-06-05,2025-11-04
5685,Bassi and Sons,Badal Mallick,raunak92@hotmail.com,6229568048,Website,Converted,2025-05-01,2026-02-21
5686,Sama-Krishnamurthy,Adah Mane,priyanshchander@hotmail.com,1238274542,Website,Contacted,2025-12-24,2026-04-03
5687,Issac-Kala,Aaryahi Gill,vardaniya76@krishnamurthy-loke.info,01340934243,LinkedIn,New,2025-12-11,2025-10-04
5688,Banik Group,Tarini Bava,manderadvika@hotmail.com,05028717486,Website,Contacted,2025-10-15,2025-07-26
5689,Srinivasan Inc,Aayush Kapoor,tdayal@shere.org,1690625796,Website,Converted,2025-09-05,2026-02-06
5690,Behl-Batta,Piya Kara,yarya@sathe.com,+914044413877,Referral,Converted,2025-10-25,2025-09-19
5691,"Wadhwa, Manda and Garde",Piya Kannan,divijkapadia@yahoo.com,8255755601,Referral,Converted,2026-02-18,2025-07-19
5692,"Mani, Lad and Shanker",Navya Khanna,taimur45@gmail.com,+917518457963,LinkedIn,Contacted,2025-04-30,2026-02-10
5693,"Sarma, Bera and Dash",Umang Chaudhuri,tushar78@kar.info,04942465188,Website,New,2025-10-07,2026-01-08
5694,"Ratta, Bobal and Hegde",Hunar Sachar,suhanajaggi@hotmail.com,02103149971,LinkedIn,New,2025-08-06,2025-09-16
5695,"Shetty, Rattan and Andra",Zara Kurian,nitya95@chawla.com,09191846230,Referral,Converted,2025-09-29,2025-11-27
5696,Saran LLC,Taran Karpe,ddesai@manne-rama.biz,+915229852869,Website,New,2025-08-03,2025-12-16
5697,"Sura, Upadhyay and Singhal",Kavya Hora,handamanikya@gola.com,+919616825403,Website,Converted,2026-01-17,2026-04-10
5698,"Dutta, Dash and Setty",Nitya Kurian,nirvibabu@tak.com,+914236306228,LinkedIn,New,2025-06-02,2026-03-05
5699,Kala PLC,Taran Rattan,kapadiayuvaan@iyengar.com,08862588651,Website,Contacted,2025-10-07,2025-09-17
5700,Dhaliwal PLC,Dishani Shanker,baijuchawla@gaba.com,6743061636,Website,New,2025-12-31,2025-11-09
5701,Borra and Sons,Nakul Toor,anikagarde@krishnan.com,+914212820278,LinkedIn,Contacted,2025-09-08,2025-07-01
5702,"Chander, Andra and Grewal",Vidur Dar,divitsant@dugar.net,+917581695627,Referral,Converted,2026-03-13,2025-04-22
5703,Rajagopalan and Sons,Ishita Datta,fchawla@tailor.com,03406589675,Referral,New,2026-01-27,2026-02-07
5704,Rana Inc,Darshit Kashyap,dbakshi@hotmail.com,+918919564936,Website,New,2025-07-05,2025-09-05
5705,Lala PLC,Gatik Sinha,ramanathankavya@jhaveri.com,9268180463,Website,Contacted,2026-01-02,2025-08-05
5706,"Kashyap, Bedi and Hayer",Khushi Bala,lsanghvi@yahoo.com,+911770375491,Referral,Contacted,2025-08-22,2025-05-03
5707,Chana-Sehgal,Oorja Madan,eshanitara@thaman.com,07134390552,Referral,New,2025-11-22,2026-01-31
5708,Thakur and Sons,Kimaya Agate,ivangoyal@sood.com,+911650871315,Website,New,2025-09-07,2026-01-29
5709,"Sha, Kurian and Kala",Charvi Sarna,indrans06@gmail.com,1801836484,Referral,Contacted,2025-12-31,2025-07-25
5710,Viswanathan Inc,Kismat Kuruvilla,bobaluthkarsh@gmail.com,+917474384755,Referral,New,2025-08-26,2025-05-09
5711,"Balasubramanian, Savant and Vala",Sumer Konda,ybatra@hotmail.com,07000106588,LinkedIn,Contacted,2025-08-22,2025-06-06
5712,"Majumdar, Keer and Dhingra",Yakshit Deshpande,tiya67@yahoo.com,1126586632,Website,Contacted,2025-06-08,2026-03-30
5713,Kala Group,Vedika Varma,hridaansule@varty-mander.com,5882236887,Referral,New,2025-06-30,2026-04-21
5714,Bajaj PLC,Kabir Choudhry,gardemannat@hotmail.com,+915544784216,LinkedIn,New,2025-11-09,2026-02-24
5715,"Dani, Balasubramanian and Mannan",Aayush Gera,arhaan62@gmail.com,0725451686,LinkedIn,New,2026-04-19,2025-10-28
5716,Mannan-Varghese,Anahita Khare,sgoswami@brahmbhatt-brar.org,04106364930,LinkedIn,Contacted,2025-07-12,2025-09-09
5717,Ramesh Ltd,Arhaan Guha,berashanaya@malhotra-char.com,06087164159,Website,Contacted,2025-12-07,2025-09-08
5718,Mahal-Bhandari,Hunar Lata,guptanishith@sahota.net,+916989692121,LinkedIn,New,2026-03-10,2025-04-23
5719,Bera-Agarwal,Vardaniya Buch,lakshaydasgupta@buch-wali.org,03188447450,LinkedIn,Converted,2025-12-27,2026-03-06
5720,Bhavsar-Chand,Heer Mani,kantkiaan@soni-mand.biz,1765214752,Referral,Contacted,2026-04-14,2025-06-18
5721,"Choudhury, Mane and Soni",Sumer Chacko,divanhansh@sibal.com,6443914196,Referral,New,2026-01-06,2025-09-07
5722,Sidhu PLC,Drishya Chakraborty,bhattvivaan@gmail.com,02009036375,Website,Converted,2025-08-25,2026-02-13
5723,"Swaminathan, Mall and Thaman",Rania Thakur,sanadyal@gmail.com,2841926668,LinkedIn,New,2025-05-31,2025-09-25
5724,"Subramaniam, Sane and Shere",Lagan Bal,semeva@goda.biz,+914846036694,Referral,New,2025-05-05,2025-07-02
5725,"Tailor, Soni and Warrior",Badal Bhavsar,onkar20@yahoo.com,6408208233,LinkedIn,Converted,2025-08-08,2025-05-31
5726,Hayer PLC,Mehul Sangha,aliasharaf@bassi.com,1224584350,Referral,Contacted,2025-10-14,2025-05-14
5727,Vora-Wagle,Anya Ganguly,irakhatri@gmail.com,3317774075,Referral,Contacted,2025-10-12,2026-02-08
5728,Bajaj-Korpal,Damini Vig,mahajananika@seshadri-aggarwal.com,+912658934495,Website,Contacted,2025-07-26,2025-09-23
5729,"Borah, Tara and Sen",Vivaan Hayer,subramaniankiara@gmail.com,0630633174,LinkedIn,Converted,2025-05-30,2025-05-12
5730,Bhatti-Sharma,Sana Buch,rania45@hotmail.com,02977494042,LinkedIn,Converted,2025-07-25,2025-06-05
5731,"Krish, Ramesh and Agrawal",Ishita Dhar,seher77@hotmail.com,05001781309,LinkedIn,Converted,2025-11-28,2025-05-25
5732,Dugal PLC,Reyansh Dash,dswamy@gade-aurora.biz,09045640155,Referral,Contacted,2026-04-14,2025-08-12
5733,Hayer-Sani,Tejas Chada,yuvraj-chokshi@gour.biz,+912068622365,Referral,Converted,2025-10-01,2026-02-09
5734,Ramaswamy Inc,Divit Majumdar,navya46@majumdar.com,9345576380,LinkedIn,Contacted,2026-02-22,2025-05-12
5735,Goswami-Subramaniam,Shamik Karan,amblejiya@borah.net,01109310963,Referral,Contacted,2025-09-09,2025-08-23
5736,"Ram, Dani and Shenoy",Hrishita Venkataraman,hlalla@yahoo.com,+919598011416,Referral,Contacted,2025-09-19,2025-06-24
5737,Dara PLC,Hridaan Barman,vermashayak@hotmail.com,09860619183,Website,Converted,2025-11-28,2025-06-28
5738,Agarwal Group,Oorja Borra,stuvan86@khosla.org,00980671477,Referral,Contacted,2026-02-10,2025-04-23
5739,Virk Group,Anay Bassi,isarin@gmail.com,09565909063,Referral,Contacted,2025-11-02,2025-05-16
5740,"Srivastava, Ramakrishnan and Comar",Jayan Swaminathan,chananehmat@gara-bora.info,09705745200,LinkedIn,Converted,2025-11-26,2025-06-23
5741,Bal Inc,Adira Vora,xsangha@cherian.biz,07559809493,Referral,New,2025-09-23,2025-11-30
5742,"Golla, Buch and Choudhary",Kabir Gandhi,orandhawa@anne-wadhwa.com,+913621244245,Referral,Converted,2025-08-02,2026-03-20
5743,Vohra-Bhatti,Pari Bava,shrayborra@hotmail.com,+917587610147,LinkedIn,New,2026-01-21,2025-09-10
5744,Deshmukh-Devan,Arnav Garg,onkarsengupta@gmail.com,3780143761,LinkedIn,New,2025-10-13,2025-11-03
5745,Kuruvilla-Kalita,Zara Tailor,hsinha@bhasin.com,02384320380,LinkedIn,Converted,2025-07-06,2025-12-19
5746,Bhatti-Wali,Chirag Trivedi,devansh01@virk.com,+915157053715,LinkedIn,Contacted,2026-03-30,2025-05-09
5747,"Contractor, Cheema and Butala",Tiya Bhargava,renee67@yahoo.com,09242107200,Website,New,2026-03-25,2025-04-24
5748,Balakrishnan-Hans,Lavanya Barman,sinhadevansh@raju.biz,04630562582,Website,Converted,2026-02-11,2025-10-15
5749,Apte-Jayaraman,Oorja Sahota,adira67@wali.com,07310276755,Website,New,2026-02-20,2025-07-20
5750,Bhavsar LLC,Indrans Yohannan,oorjaiyer@tank.biz,+917615301112,Referral,Converted,2025-12-08,2026-04-05
5751,"Lal, Balay and Tank",Vivaan Bhatt,jayan47@hotmail.com,2279702482,LinkedIn,Converted,2026-04-17,2025-06-03
5752,Chada PLC,Rohan Ramanathan,zsidhu@gmail.com,+916092608601,Referral,Contacted,2025-05-06,2025-07-18
5753,Sehgal-Karan,Jiya Jaggi,dixitdharmajan@gmail.com,00880854136,Website,New,2025-05-16,2025-08-10
5754,Johal-Rout,Yuvraj  Sen,nirvi18@bath.biz,+912214488313,LinkedIn,Converted,2026-03-18,2025-11-26
5755,"Mannan, Setty and Jayaraman",Ehsaan Dhawan,vwadhwa@gmail.com,+910455067869,LinkedIn,Converted,2025-07-12,2026-04-20
5756,Jha-Swamy,Rhea Aggarwal,hbhandari@butala.com,4844038242,LinkedIn,New,2025-12-26,2025-11-05
5757,Sahni Group,Nishith Zachariah,veer62@yahoo.com,01870262892,LinkedIn,Contacted,2026-04-17,2025-08-15
5758,Vohra-Thakkar,Madhav Thakkar,xhegde@gmail.com,6878034684,Referral,Contacted,2025-07-23,2026-02-23
5759,"Iyengar, Suresh and Master",Kaira Kibe,doctormiraya@ramanathan.com,02940158722,LinkedIn,New,2025-09-12,2025-11-30
5760,Kanda PLC,Ritvik Kadakia,zachariahinaaya@gmail.com,+917546082277,Referral,Contacted,2025-11-12,2025-06-05
5761,Bedi-Kumer,Anaya Bhakta,arnav52@shah.biz,+919532867680,Website,New,2025-12-17,2025-09-30
5762,"Ben, Yohannan and Shere",Anahita Sama,manikya68@gmail.com,+917123136700,Referral,New,2026-01-22,2025-08-29
5763,"Sheth, Date and Ramesh",Yashvi Acharya,raukaira@yahoo.com,+915558611663,Referral,New,2025-10-06,2026-01-03
5764,"Balan, Barad and Sampath",Tiya Mammen,amani71@sharma.com,8771578700,Website,Contacted,2025-11-13,2025-12-08
5765,"Mann, Taneja and Edwin",Ivana Sahota,tseth@dayal.com,06180750149,LinkedIn,Converted,2025-05-21,2025-04-24
5766,Sharaf-Dasgupta,Dhanuk Goswami,loyaltejas@yahoo.com,+916466432384,LinkedIn,Contacted,2025-12-24,2025-05-30
5767,"Bahri, Cherian and Rattan",Shayak D’Alia,umangswamy@loke.com,06394979277,Website,New,2025-08-30,2026-04-07
5768,Chahal and Sons,Kaira Koshy,urvi05@gmail.com,+918932309308,Referral,New,2025-06-28,2026-02-10
5769,Sarkar-Anand,Vanya Vora,alisharamachandran@keer-malhotra.com,3416153094,Referral,Contacted,2026-02-09,2026-01-26
5770,De-Bhargava,Riaan Bassi,ndeshmukh@hotmail.com,+910511527482,Referral,Converted,2025-07-23,2025-11-09
5771,Shan and Sons,Zeeshan Ghosh,biju06@iyer.com,09223245754,LinkedIn,Converted,2025-05-05,2025-05-25
5772,"Dugar, Cherian and Thakur",Anay Das,gshroff@setty.org,09346312492,Referral,New,2025-08-20,2025-09-13
5773,Sami-Kara,Shamik Mane,zachariapranay@divan.com,+915396727605,Referral,New,2025-05-29,2025-11-07
5774,"Maharaj, Bassi and Thaker",Urvi Dhar,neysa20@rout.com,7328994630,Referral,New,2025-09-24,2025-12-12
5775,Yohannan Inc,Shalv Gade,jkhare@yahoo.com,+914806177678,LinkedIn,Contacted,2025-08-12,2025-05-22
5776,Thakur-Raman,Aarna Suresh,kanavrau@hotmail.com,08361228053,Referral,Contacted,2025-05-11,2025-05-07
5777,"Bath, Raja and Lala",Manjari Suresh,usarma@gmail.com,09184358744,LinkedIn,Contacted,2026-02-21,2026-02-15
5778,Bali and Sons,Vardaniya Bhagat,zoya45@saini.com,+912487117107,Website,Contacted,2025-08-31,2026-03-20
5779,"Raman, Samra and Kapoor",Hazel Rau,ishaansama@solanki.biz,+918913859194,Referral,Converted,2025-12-16,2025-12-30
5780,Bath-Gola,Neelofar Chadha,aseth@yahoo.com,02507132741,LinkedIn,Converted,2025-11-07,2025-05-23
5781,Sule-Grover,Indrajit Gupta,keerinaaya@sura.biz,7875240581,Referral,Converted,2026-02-08,2025-11-12
5782,Dalal Group,Bhamini Roy,lramanathan@bora.com,02168872341,Website,New,2025-09-23,2026-03-08
5783,Dugar Group,Purab Soman,arhaan83@kibe.org,+915499217928,Referral,Contacted,2025-10-24,2025-08-31
5784,Wagle-Varma,Manikya Raval,ratikulkarni@gill-sachdev.com,1652444779,LinkedIn,Contacted,2025-05-30,2026-02-03
5785,"Toor, Zacharia and Devi",Rohan Bal,sarabrahmbhatt@hotmail.com,03188534638,Referral,Converted,2025-12-14,2025-07-02
5786,"Ramanathan, Chand and Kumar",Biju Kata,qsinghal@dubey-virk.info,+911514317612,Referral,New,2025-06-28,2025-07-13
5787,Guha-Saran,Chirag Rout,grewalyasmin@dhawan.com,+918151942507,Website,Contacted,2025-07-02,2025-09-08
5788,Bhattacharyya-Bhagat,Tarini Sehgal,tmangal@bahl-mannan.com,06114650288,Referral,Contacted,2025-09-05,2026-04-04
5789,Krishna-Dara,Baiju Sura,madanhunar@hotmail.com,+911544887944,Website,Converted,2025-10-14,2025-05-06
5790,"Hari, Varughese and Kulkarni",Umang Rattan,oorja05@bhagat-gole.com,+911810406941,Referral,New,2025-05-26,2025-04-23
5791,Datta Inc,Suhana Kalita,joshisuhana@bose-dar.org,00482602927,LinkedIn,Contacted,2026-02-10,2026-02-13
5792,Ratti-Bhakta,Darshit Dugal,hmangal@hotmail.com,01231821294,LinkedIn,New,2026-01-02,2025-09-25
5793,Bhatt-Divan,Akarsh Trivedi,vchaudhary@yahoo.com,+912304891797,LinkedIn,New,2025-12-09,2025-07-22
5794,Mander-Dhar,Yashvi Rastogi,desaichirag@chokshi.com,1375844479,Website,Contacted,2025-11-28,2025-12-08
5795,Yohannan Group,Diya Goswami,rajabhamini@gmail.com,09188845655,Website,Converted,2025-05-14,2025-10-31
5796,"Hayer, Kakar and Doctor",Sara Bhatnagar,kapursamarth@gmail.com,8806808089,LinkedIn,Converted,2025-04-27,2025-12-16
5797,Mandal-Bala,Hansh Yadav,vidur95@seth.com,00344969904,Website,Contacted,2025-09-26,2026-02-28
5798,Shere Inc,Uthkarsh Setty,nirvi19@gmail.com,8939071463,LinkedIn,Contacted,2026-01-05,2025-08-16
5799,Kar-Shere,Amira Bhavsar,sarrafhimmat@yohannan.com,+911333561293,Website,Converted,2026-04-01,2026-01-20
5800,Gaba and Sons,Kartik Rajan,bassikeya@gmail.com,07302050235,Referral,Contacted,2025-07-31,2025-10-19
5801,"Kaur, Shanker and Kannan",Oorja Balay,xsura@hotmail.com,+915296552632,Website,Converted,2026-03-09,2026-04-04
5802,"Mane, Gokhale and Sem",Jayan Gulati,rameshmamooty@chhabra-mane.com,+914803611019,Referral,New,2025-12-11,2026-01-12
5803,"Sanghvi, Mall and Raman",Kanav Kade,lapte@sane-thakur.com,+918555221386,Website,New,2026-04-19,2025-07-05
5804,Sharma Inc,Tara Luthra,wkhurana@sankar.org,0557206049,Website,New,2025-10-06,2025-12-16
5805,"Kala, Gera and Bala",Azad Sen,neysa64@yahoo.com,02180931323,LinkedIn,New,2025-05-09,2025-05-12
5806,Krishnan Inc,Dishani Grewal,zwarrior@hari-doshi.info,9828231010,Website,Contacted,2025-12-07,2026-02-09
5807,Chana-Grover,Shamik Ratta,gokul17@yahoo.com,01723106394,Referral,Contacted,2026-04-18,2025-07-24
5808,Buch Inc,Arhaan Ben,divij86@hotmail.com,05031233357,LinkedIn,Contacted,2025-05-17,2026-04-16
5809,"Sarkar, Sur and Chaudhari",Ishaan Dhingra,prisha73@wable.net,7752395074,Referral,Converted,2026-03-27,2025-11-17
5810,Verma PLC,Kismat Rajan,kharekartik@gmail.com,2808853733,Referral,New,2025-11-25,2025-11-22
5811,"Barad, Mammen and Balan",Vidur Sant,kabir68@tak.net,04194455800,Website,New,2025-12-28,2025-11-14
5812,Uppal-Karnik,Heer Agate,indrans17@gmail.com,+918864620503,LinkedIn,New,2025-11-16,2026-03-27
5813,Kapur-Brar,Anahita Sarma,rmanne@kashyap.biz,02159336279,LinkedIn,Converted,2025-06-24,2026-01-06
5814,"Bhatti, Srinivas and Saxena",Arnav Anne,uthkarshviswanathan@issac.com,+912765443256,Website,Converted,2025-09-04,2025-07-17
5815,Comar LLC,Miraan Baria,kartikrout@hotmail.com,+916727708104,LinkedIn,New,2026-01-05,2025-08-16
5816,"Loke, Bhargava and Lanka",Dhruv Bumb,nakul39@kannan.com,3026832646,LinkedIn,New,2025-08-19,2026-02-11
5817,Chatterjee-Dayal,Hrishita Savant,indranildas@yahoo.com,08026369288,Referral,Converted,2026-03-22,2025-10-16
5818,"Tank, Tella and Dua",Sumer Bhattacharyya,tankpurab@gmail.com,+919758963100,LinkedIn,Contacted,2025-08-05,2026-02-28
5819,Rama LLC,Ranbir Chakraborty,navya04@gmail.com,04879069845,Website,Contacted,2026-02-18,2025-09-06
5820,"Ganguly, Ranganathan and Golla",Kanav Salvi,obhatnagar@vora-vig.net,04604731031,Website,Converted,2026-01-13,2025-05-15
5821,Sethi-Borra,Ishaan Gera,ydua@lata-biswas.com,03555196444,Website,New,2025-08-02,2026-03-13
5822,Kumer PLC,Neysa Date,gillhrishita@gara.biz,05550939079,Website,Contacted,2026-01-18,2026-04-15
5823,"Khare, Dua and Datta",Sara Kant,uthkarshdugar@gmail.com,0935810274,LinkedIn,New,2026-01-13,2026-02-23
5824,Salvi-Dhar,Ira Lad,ivan79@brar-sur.biz,03988779337,LinkedIn,Converted,2025-07-29,2025-12-29
5825,Bhattacharyya Ltd,Kartik Rattan,ychadha@tiwari-shanker.org,08403614389,Referral,New,2025-11-11,2025-10-08
5826,Sahota and Sons,Dishani Issac,bajwazaina@yahoo.com,04516977235,Referral,Converted,2026-03-28,2026-01-21
5827,"Tella, Sarma and Suresh",Akarsh Bal,devanzaina@yahoo.com,+918408688736,LinkedIn,Contacted,2026-03-16,2025-06-21
5828,Dixit Group,Miraya Date,kabirtak@gmail.com,+916089718199,Website,Converted,2025-10-08,2026-01-28
5829,Mand Inc,Arnav Salvi,osagar@handa.com,6953778409,LinkedIn,Converted,2025-09-02,2026-01-05
